"body","entityname","userid","username","createdAt","entityName","address","city","country","state"
"🐔🌶️😂😁😁","The Bird","105856798281199967470","Sujay Khandekar","2019-01-21 20:24:08.964+00","The Bird","115 New Montgomery Street, San Francisco","San Francisco","United States","California"
"🍎🥧🍍🍪😋","La Baguette","106173579224565293482","Kala Shivaramaiah","2019-01-21 23:38:17.194+00","La Baguette","170 Stanford Shopping Center, Palo Alto","Palo Alto","United States","California"
"🗽🛫👋😢","Manhattan","108032751776815363988","Jerry Talton","2019-01-23 22:11:16.565+00","Manhattan","Manhattan","New York","United States","New York"
"🧠💪🏽📚","Cupertino Library","zUDmPvF8Jscw9ykmv5nvhNnG7YM2","Grish Ma","2019-01-26 20:30:42.733+00","Cupertino Library","10800 Torre Avenue, Cupertino","Cupertino","United States","California"
"🍎🍏📱","Apple Burlingame","105856798281199967470","Sujay Khandekar","2019-01-29 05:26:09.505+00","Apple Burlingame","1301 Burlingame Avenue, Burlingame","Burlingame","United States","California"
"🍣😋🧀🍰🤔","Miga","10155200088205955","Ranjitha Kumar","2019-01-29 06:43:26.376+00","Miga","M2 on Neil Street, 301 North Neil Street #104, Champaign","Champaign","United States","Illinois"
"🎮🕹️🎲🃏","Rincon Center","105856798281199967470","Sujay Khandekar","2019-01-30 05:57:26.72+00","Rincon Center","121 Spear Street, San Francisco","San Francisco","United States","California"
"🏞️😃🚚📦🙄","Huxley Apartments","106173579224565293482","Kala Shivaramaiah","2019-02-03 23:45:43.139+00","Huxley Apartments","1355 El Camino Real, Redwood City","Redwood City","United States","California"
"8️⃣💚🏞️✝️👌","Huxley Apartments","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2019-02-03 23:53:57.363+00","Huxley Apartments","1355 El Camino Real, Redwood City","Redwood City","United States","California"
"🐓🍫🥡😋😴","Big Grove Tavern","10155200088205955","Ranjitha Kumar","2019-02-05 04:12:08.103+00","Big Grove Tavern","1 East Main Street, Champaign","Champaign","United States","Illinois"
"🐔🍗🥞😋","Watson's Shack & Rail","10155200088205955","Ranjitha Kumar","2019-02-08 03:40:47.158+00","Watson's Shack & Rail","211 North Neil Street, Champaign","Champaign","United States","Illinois"
"🎰♠️♥️♦️♣️","The Mirage","105856798281199967470","Sujay Khandekar","2019-02-09 09:56:35.685+00","The Mirage","3400 South Las Vegas Boulevard, Las Vegas","Las Vegas","United States","Nevada"
"💅✨💯","Modern Nails Salon","10155200088205955","Ranjitha Kumar","2019-02-09 19:21:33.616+00","Modern Nails Salon","1711 West Kirby Avenue, Champaign","Champaign","United States","Illinois"
"👨‍👩‍👦🌶️🥜🐓🤤","P.F. Chang's","106173579224565293482","Kala Shivaramaiah","2019-02-10 03:11:14.209+00","P.F. Chang's","900 Stanford Shopping Center bldg w, Palo Alto","Palo Alto","United States","California"
"🌶️🐓😋","P.F. Chang's","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2019-02-10 03:13:42.741+00","P.F. Chang's","900 Stanford Shopping Center bldg w, Palo Alto","Palo Alto","United States","California"
"🛠️😱🙀🧩","SAW Escape Room","105856798281199967470","Sujay Khandekar","2019-02-10 04:21:35.278+00","SAW Escape Room","2121 Industrial Road suite 101, Las Vegas","Las Vegas","United States","Nevada"
"🧳🔎🧴🙄","University of Illinois Willard Airport CMI","10155200088205955","Ranjitha Kumar","2019-02-11 15:02:54.261+00","University of Illinois Willard Airport CMI","11 Airport Road, Savoy","Savoy","United States","Illinois"
"🇨🇦👋","Toronto Pearson Airport","10155200088205955","Ranjitha Kumar","2019-02-11 22:09:45.123+00","Toronto Pearson Airport","Canada","Mississauga","Canada","Ontario"
"🦞🥟🥩🇯🇵🤤","Kasa Moto","10155200088205955","Ranjitha Kumar","2019-02-13 03:28:45.328+00","Kasa Moto","115 Yorkville Avenue, Toronto","Toronto","Canada","Ontario"
"😎💻🧪","MaRS Discovery District","10155200088205955","Ranjitha Kumar","2019-02-13 03:35:47.638+00","MaRS Discovery District","101 College Street, Toronto","Toronto","Canada","Ontario"
"✂️😎💈","Lee's Hair Salon","lKlAPrXbDFdxA6H20byRG73mzbg2","Henry Woo","2019-02-13 03:43:09.848+00","Lee's Hair Salon","715 South 6th Street, Champaign","Champaign","United States","Illinois"
"📓🎶🎹🎤😌","Music Building","1650100045046979","Jasmine Yen-Ching Shih","2019-02-13 17:32:35.99+00","Music Building","1114 West Nevada Street, Urbana","Urbana","United States","Illinois"
"⬇️🛣️🦄","Einstein Brothers Bagels","G69rqfvVeWQMi3ICE50HKZQRePr1","ChiBinh Dang (pccontroller)","2019-02-13 20:27:58.8+00","Einstein Brothers Bagels","Stoughton Street, Urbana","Urbana","United States","Illinois"
"❄️🍷🛍️🎂🎁","Toronto Pearson International Airport","10155200088205955","Ranjitha Kumar","2019-02-13 23:18:15.389+00","Toronto Pearson International Airport","6301 Silver Dart Drive, Mississauga","Mississauga","Canada","Ontario"
"🧀🍰👍👍👍","Carole's Cheesecake Cafe","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-02-14 01:13:29.938+00","Carole's Cheesecake Cafe","114 Cumberland Street, Toronto","Toronto","Canada","Ontario"
"🥇💺🙏🛬🌉","Toronto Pearson International Airport","10155200088205955","Ranjitha Kumar","2019-02-14 01:28:17.766+00","Toronto Pearson International Airport","6301 Silver Dart Drive, Mississauga","Mississauga","Canada","Ontario"
"🍕❤️❤️❤️❤️","North of Brooklyn Pizzeria","0HqYkVD6BCOAI5e3sIeCaSvqFOz1","Minsuk Chang","2019-02-14 02:33:57.685+00","North of Brooklyn Pizzeria","469 Church Street, Toronto","Toronto","Canada","Ontario"
"🐔🍗🥔🥗🆗","3 Pigs BBQ","10155200088205955","Ranjitha Kumar","2019-02-18 01:27:45.607+00","3 Pigs BBQ","1754 Laurel Street, San Carlos","San Carlos","United States","California"
"🔮🎩🙌","Berkeley Institute of Design","K1h9GOceX3Pj7vF9tgP7FIGR9903","Eric Paulos","2019-02-19 20:52:09.695+00","Berkeley Institute of Design","Hearst Memorial Mining Building, 354 94720, Berkeley","Berkeley","United States","California"
"🆓🍬🍬😂🤣","Sugarfina","106173579224565293482","Kala Shivaramaiah","2019-02-19 23:39:13.344+00","Sugarfina","377 Santana Row #1015, San Jose","San Jose","United States","California"
"🍸💫👓","César","K1h9GOceX3Pj7vF9tgP7FIGR9903","Eric Paulos","2019-02-20 01:46:59.787+00","César","1515 Shattuck Avenue, Berkeley","Berkeley","United States","California"
"🥚🥓🧀🍔🤤","Floriole Cafe & Bakery","106173579224565293482","Kala Shivaramaiah","2019-02-24 15:10:06.408+00","Floriole Cafe & Bakery","1220 West Webster Avenue, Chicago","Chicago","United States","Illinois"
"🥚🌶️🥫🥖🤤","Floriole Cafe & Bakery","10155200088205955","Ranjitha Kumar","2019-02-24 15:11:48.265+00","Floriole Cafe & Bakery","1220 West Webster Avenue, Chicago","Chicago","United States","Illinois"
"🥂🤗🍣😋","Miga","10155200088205955","Ranjitha Kumar","2019-02-27 03:37:42.93+00","Miga","M2 on Neil Street, 301 North Neil Street #104, Champaign","Champaign","United States","Illinois"
"🛫🛬🏠","University of Illinois Willard Airport CMI","ITEVe86xQtfO0viFRJBRRpUCkv33","Dominik Moritz","2019-03-01 15:28:29.413+00","University of Illinois Willard Airport CMI","11 Airport Road, Savoy","Savoy","United States","Illinois"
"🎓🛫🛬🏠","University of Illinois Willard Airport CMI","ckdCCDwNZQbHJeX2dxINqEvBUdg2","Dominik Moritz","2019-03-01 15:30:28.508+00","University of Illinois Willard Airport CMI","11 Airport Road, Savoy","Savoy","United States","Illinois"
"👸🥐😐👎","Pekara Bakery & Bistro","10155200088205955","Ranjitha Kumar","2019-03-02 18:20:45.378+00","Pekara Bakery & Bistro","116 North Neil Street, Champaign","Champaign","United States","Illinois"
"🗾🍱🍣🍥🇯🇵","Hachi Ju Hachi","105856798281199967470","Sujay Khandekar","2019-03-03 03:44:23.123+00","Hachi Ju Hachi","14480 Big Basin Way, Saratoga","Saratoga","United States","California"
"😀🍾☀️","Boatyard","zPjLmymasXaBIAgIG8PDn7jErY23","Nancy Haugen","2019-03-03 18:51:57.073+00","Boatyard","1555 Southeast 17th Street, Fort Lauderdale","Fort Lauderdale","United States","Florida"
"🌶️🐓🍗🤤","Broadway Food Hall","106173579224565293482","Kala Shivaramaiah","2019-03-04 19:21:58.124+00","Broadway Food Hall","2732, 401 North Broadway Avenue, Urbana","Urbana","United States","Illinois"
"🍚🌶️🥗🐟😋","Broadway Food Hall","106173579224565293482","Kala Shivaramaiah","2019-03-04 21:03:00.156+00","Broadway Food Hall","2732, 401 North Broadway Avenue, Urbana","Urbana","United States","Illinois"
"😋😄🏃‍♂️","Einstein Brothers Bagels","I6GitxhS7kQzE179LCYykjOHgqu2","Garrett O'Grady","2019-03-05 02:01:58.369+00","Einstein Brothers Bagels","Stoughton Street, Urbana","Urbana","United States","Illinois"
"💇🏽‍♀️🎨🌹🥇🤩","Ritual Salon","10155200088205955","Ranjitha Kumar","2019-03-07 00:09:13.706+00","Ritual Salon","804 East Main Street, Urbana","Urbana","United States","Illinois"
"🍀🥛🍀","McDonald's","lKlAPrXbDFdxA6H20byRG73mzbg2","Henry Woo","2019-03-07 17:40:37.309+00","McDonald's","616 East Green Street, Champaign","Champaign","United States","Illinois"
"🇺🇲🛫🛬🇭🇰","SFO International Terminal","105856798281199967470","Sujay Khandekar","2019-03-07 18:58:41.078+00","SFO International Terminal","United States","","United States","California"
"🕘➡️🕐🛫🏴󠁧󠁢󠁳󠁣󠁴󠁿","Frankfurt Airport","10155200088205955","Ranjitha Kumar","2019-03-09 08:07:52.3+00","Frankfurt Airport","Frankfurt","Frankfurt am Main","Germany","Hessen"
"🐒🐒🌲🐢","Hong Kong Zoological And Botanical Gardens","105856798281199967470","Sujay Khandekar","2019-03-10 08:24:51.492+00","Hong Kong Zoological And Botanical Gardens","Albany Road, Central","","Hong Kong","Hong Kong Island"
"😤🏃‍♂️🏋️‍♂️🙏","ARC (North Side)","lKlAPrXbDFdxA6H20byRG73mzbg2","Henry Woo","2019-03-10 23:26:19.162+00","ARC (North Side)","United States","Champaign","United States","Illinois"
"🐆🚙⚗️🥃🏰","Little's Chauffeurs (Glasgow)","106173579224565293482","Kala Shivaramaiah","2019-03-10 23:34:48.7+00","Little's Chauffeurs (Glasgow)","1282 Paisley Road West, Glasgow","","United Kingdom","Scotland"
"🐓🌶️🥒👌🥘","Chaophraya & Palm Sugar Lounge","106173579224565293482","Kala Shivaramaiah","2019-03-12 08:45:05.311+00","Chaophraya & Palm Sugar Lounge","The Townhouse, Nelson Mandela Place, Glasgow","","United Kingdom",""
"🐆🚘👨‍✈️🐮😂","Little's Chauffeurs (Glasgow)","106173579224565293482","Kala Shivaramaiah","2019-03-12 22:45:33.215+00","Little's Chauffeurs (Glasgow)","1282 Paisley Road West, Glasgow","","United Kingdom","Scotland"
"🐮🎁➡️🧔🏻😎","The Scotch Whisky Experience","106173579224565293482","Kala Shivaramaiah","2019-03-12 23:07:04.04+00","The Scotch Whisky Experience","The Royal Mile, 354 Castlehill, Edinburgh","","United Kingdom","Scotland"
"🚆🇬🇧🚖","Euston Square Station","10155200088205955","Ranjitha Kumar","2019-03-13 15:25:27.843+00","Euston Square Station","United Kingdom","","United Kingdom","England"
"👨‍👩‍👧‍👦🚶‍♂️🚶‍♀️🗣️🙂","Euston Square Station","106173579224565293482","Kala Shivaramaiah","2019-03-14 04:01:58.256+00","Euston Square Station","United Kingdom","","United Kingdom","England"
"🗡️⚔️🏹🗝️😒","Royal Armouries White Tower","106173579224565293482","Kala Shivaramaiah","2019-03-14 17:40:41.836+00","Royal Armouries White Tower","HM Tower Of London, London","London","United Kingdom",""
"🥪🍩☕😋","Bread Ahead","106173579224565293482","Kala Shivaramaiah","2019-03-14 17:49:19.692+00","Bread Ahead","21 Beak Street, London","","United Kingdom","England"
"🍪🍫🍇🍐🥰","Little Waitrose & Partners","106173579224565293482","Kala Shivaramaiah","2019-03-14 17:51:57.892+00","Little Waitrose & Partners","168-176 Edgware Road, London","","United Kingdom","England"
"🍐🍇🍅🥩👍","Little Waitrose & Partners","105541935333594264230","usha shree","2019-03-14 18:14:44.109+00","Little Waitrose & Partners","168-176 Edgware Road, London","","United Kingdom","England"
"👨👔➡️👩🤣","Eton","106173579224565293482","Kala Shivaramaiah","2019-03-14 18:21:55.327+00","Eton","53 South Molton Street, London","","United Kingdom","England"
"🏛️🥇👨‍🎨🖼️🙏","The National Gallery","106173579224565293482","Kala Shivaramaiah","2019-03-15 20:24:36.694+00","The National Gallery","Trafalgar Square, London","","United Kingdom","England"
"🇬🇧🍬😊😃😁","M&M's World","106173579224565293482","Kala Shivaramaiah","2019-03-15 20:26:21.284+00","M&M's World","Leicester Square, 1 Swiss Court, London","","United Kingdom","England"
"⛲🗿😃🚬🤕","Trafalgar Square","106173579224565293482","Kala Shivaramaiah","2019-03-15 20:33:34.45+00","Trafalgar Square","Trafalgar Square, London","","United Kingdom","England"
"👭🎡🤳🏙️😍","London Eye","106173579224565293482","Kala Shivaramaiah","2019-03-15 20:49:37.71+00","London Eye","United Kingdom","","United Kingdom","England"
"⛲🦁👻🕺😄","Trafalgar Square","105541935333594264230","usha shree","2019-03-15 20:52:30.274+00","Trafalgar Square","Trafalgar Square, London","","United Kingdom","England"
"👲🙏🎉👍👲","Pink Buddha Chinese Restaurant","zPjLmymasXaBIAgIG8PDn7jErY23","Nancy Haugen","2019-03-16 01:19:55.087+00","Pink Buddha Chinese Restaurant","5949 South University Drive, Davie","Davie","United States","Florida"
"🐓🍔😐","GAIL's Bakery Notting Hill","106173579224565293482","Kala Shivaramaiah","2019-03-16 23:14:03.904+00","GAIL's Bakery Notting Hill","138 Portobello Road, London","","United Kingdom","England"
"🌸💗👜😄","Longchamp","106173579224565293482","Kala Shivaramaiah","2019-03-16 23:29:21.444+00","Longchamp","229-247 Regent Street, London","","United Kingdom","England"
"🐠🌮🍹🌊😎","Puerto Vallarta","904147553087729","Charis Ryu","2019-03-17 12:22:35.738+00","Puerto Vallarta","Puerto Vallarta","Puerto Vallarta","Mexico","Jalisco"
"🍺","Home Republic Brewing Co","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-03-17 18:14:51.049+00","Home Republic Brewing Co","328 Laskin Road, Virginia Beach","Virginia Beach","United States","Virginia"
"🧚‍♀️🏰🤳🤩","Windsor Castle","106173579224565293482","Kala Shivaramaiah","2019-03-17 22:42:00.357+00","Windsor Castle","Windsor","","United Kingdom","England"
"🏰👩➡️👑👧","Windsor Castle","105541935333594264230","usha shree","2019-03-17 22:47:43.567+00","Windsor Castle","Windsor","","United Kingdom","England"
"🐑🍖😐🍾🥳","Barcelona Tapas","904147553087729","Charis Ryu","2019-03-18 03:30:57.674+00","Barcelona Tapas","Calle Matamoros 906, Centro, Puerto Vallarta","Puerto Vallarta","Mexico","Jalisco"
"😋🍰🌈","Artopolis Bakery, Cafe & Agora","1861632643850423","Jason Situ","2019-03-18 20:44:47.884+00","Artopolis Bakery, Cafe & Agora","306 South Halsted Street, Chicago","Chicago","United States","Illinois"
"🧜‍♀️🌊🌴🏞️🚤","Marietas Islands, Hidden Beach, Tour, Snorkeling & Sightseeing","904147553087729","Charis Ryu","2019-03-18 21:16:33.913+00","Marietas Islands, Hidden Beach, Tour, Snorkeling & Sightseeing","Álvaro Obregón 190A, Punta Mita, Las Juntas","","Mexico",""
"☀️🥶🌊👨‍👩‍👧‍👦","Hilton Sandestin Beach Golf Resort & Spa","10211909841598672","Cynthia J Coleman","2019-03-19 14:49:24.302+00","Hilton Sandestin Beach Golf Resort & Spa","4000 South Sandestin Boulevard, Miramar Beach","Miramar Beach","United States","Florida"
"🍩☕🥯🥇","Dunkin'","10155963998008817","Deniz Arsan","2019-03-19 16:23:26.167+00","Dunkin'","543 Southern Artery, Quincy","Quincy","United States","Massachusetts"
"⛵⚓👨‍🌾👩‍🌾🦃","Plymouth Rock","10155963998008817","Deniz Arsan","2019-03-19 17:44:09.936+00","Plymouth Rock","79 Water Street, Plymouth","Plymouth","United States","Massachusetts"
"😍","Strawberry Hill Plaza","MPQsMHZAGmU3BKXXZkg4Bjtps803","Eddie Federmeyer","2019-03-19 22:42:00.912+00","Strawberry Hill Plaza","623 Meacham Road, Elk Grove Village","Elk Grove Village","United States","Illinois"
"🎨⌛✂️🧖‍♀️❤️","Ritual Salon","10211909841598672","Cynthia J Coleman","2019-03-23 16:54:56.457+00","Ritual Salon","804 East Main Street, Urbana","Urbana","United States","Illinois"
"🍣🔥🛫🦑🤤","Koma Sushi Restaurant","10155200088205955","Ranjitha Kumar","2019-03-27 01:33:24.861+00","Koma Sushi Restaurant","211 El Camino Real, Menlo Park","Menlo Park","United States","California"
"🌉🛫💻🛬🗽","San Francisco Airport","108032751776815363988","Jerry Talton","2019-03-27 21:58:47.678+00","San Francisco Airport","492 North Mcdonnell Road, San Francisco","San Francisco","United States","California"
"🎻🐎🥦🍽️💬","Red Herring Vegetarian Restaurant","qKSVykMsNtPtEshtwLbOLYylXeJ3","Julia Megan Sullivan","2019-03-28 16:59:16.707+00","Red Herring Vegetarian Restaurant","1209 West Oregon Street, Urbana","Urbana","United States","Illinois"
"😴🛬🌧️🌧️😣","University of Illinois Willard Airport CMI","10155200088205955","Ranjitha Kumar","2019-03-30 19:56:48.046+00","University of Illinois Willard Airport CMI","11 Airport Road, Savoy","Savoy","United States","Illinois"
"🏃‍♂️😌🧘‍♂️","ARC (North Side)","lKlAPrXbDFdxA6H20byRG73mzbg2","Henry Woo","2019-04-01 21:41:12.801+00","ARC (North Side)","United States","Champaign","United States","Illinois"
"🌸🌸🌸🌸📸","University of Washington","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-04-02 01:51:46.998+00","University of Washington","Seattle","Seattle","United States","Washington"
